actor_id,movie_id,role
767,335505,
767,336000,"Rear.Adm Ounishi Takijirou"
767,343639,
767,344955,
767,358385,Daikichi
767,359720,Matsu
767,359838,"Ryuzo Goda"
767,370706,"Leader of the Village Assembl"
767,371800,
767,371915,"Mitsuaki Suzumoto"
767,374092,
767,375580,"Kawagoe, Police"
767,375594,Sugato
767,405185,Hiromatsu
767,410642,"Tseng Lung"
768,39495,"Security Guard"
768,45105,"Pentjak #2"
768,45486,"Henchman #4"
768,64863,Sensei
768,234067,"Yakuza bodyguard"
768,301633,"Chai Li"
768,321702,"Yoshimos Bodyguard"
769,153410,"Dong Dong"
770,170982,"Japanese reporter"
770,194025,"Hospital doctor"
770,292670,"Imperial Japanese Voices #2"
770,300180,"Cheetah Customer"
771,408434,"Toshio Sugi"
772,263443,Himself
773,131205,"Man that was shot"
774,179545,"Oil Minister"
775,349425,
776,388463,
776,392260,
777,346314,"Guitar Man"
778,396299,"Shulman's Mother"
779,199463,"Club promoter"
779,258903,"Danny A"
780,294733,"Arab kid"
781,23077,Shukri
782,360695,Himself
783,346185,
784,65427,Jimmy
784,341772,"Technician #8"
784,348526,Follower
785,23064,
785,78995,"Dr. Combs"
785,381156,
785,381720,Adalberto
785,383688,Guillermo
785,385370,"Fabián Sánchez Serrano"
785,397019,
785,397839,Rodrigo
785,398229,
785,398794,
785,402077,
785,406861,
785,407304,
786,346185,
787,117571,Youssef
787,235645,Abe
788,206253,
789,29607,Lateef
789,251669,"Mehrollah's friend"
789,337397,
790,320109,Sam
791,203696,"Frustrated cafe poet"
792,239756,"Alex Thomas Phillips"
793,239756,"Steam City Mayor"
794,365587,
795,282440,"Travis, the Playwright"
796,97372,
796,328922,Rogelio
796,383206,
797,228761,"Juez 2"
798,8249,L'agriculteur
798,11934,"Client du Dr. Guelos"
798,19186,"Le second examinateur"
798,19624,"Le préfet de police"
798,30345,
798,43758,"Commissaire Corbeau"
798,51241,"Gourbi, le voisin"
798,63552,"Un épargnant"
798,64333,"Himself (2000)"
798,68927,"Le demandeur de prêt"
798,87500,"Le représentant"
798,88067,"Le client de l'hôtel"
798,99362,
798,111127,
798,121936,Glackspill
798,129247,
798,148666,Himself
798,155138,"Un locataire"
798,156294,"M. Roque"
798,188671,
798,191560,"L'infirmier barbu"
798,198970,Maurice
798,215021,Victor
798,216774,"Le brûleur de pellicule"
798,225370,"Police français"
798,231397,"Mr. Smith"
798,243284,
798,246306,"Le barman auvergnat"
798,249293,"Directeur du rallye"
798,256998,"Le gardien d'usine"
798,279648,
798,279723,"Commissaire Marino"
798,285819,Garibaldi
798,294568,
798,303618,
798,320240,"Le client poisson cru"
798,325068,
798,336968,"Gédéon le ferrailleur"
798,345329,"L'employé aux tables d'écoute"
798,351821,"Le voyageur au guichet"
798,353660,Marachielli
798,355872,"Un conseiller"
798,356984,
798,376998,
798,377885,Co-Host
799,199463,"NY club patron"
800,162567,"Dr. Rogers"
800,233787,Himself
800,267932,"Mr. Lucky"
801,1372,"Count Berchtold"
801,20075,"Alphonse Gunderman"
801,20158,
801,20425,
801,24654,Himself
801,29355,
801,37507,
801,40357,
801,46612,"Ludwig von Lellewel"
801,46622,"Der Mann"
801,48677,
801,52002,"Prince de Rohan"
801,67222,
801,77402,
801,86290,
801,86296,
801,89706,"Count Eberhard"
801,92541,"Graf Told"
801,93865,
801,94489,Sillon
801,94625,
801,98046,Rechtsanwalt
801,98572,Guide
801,102599,
801,103143,"Buchhalter Spork"
801,107639,
801,107963,
801,111764,
801,113452,"Philipp Collins"
801,114965,Gaston
801,119150,Fennhofer
801,119151,
801,119184,
801,119195,Daffinger
801,124129,
801,125112,
801,126338,Johann
801,126341,
801,126474,
801,126869,
801,127580,
801,133320,
801,134830,
801,144000,
801,144009,
801,144191,
801,144324,"Johann Strauss Jr."
801,147268,"Knips the Poet"
801,156703,
801,161569,
801,162453,
801,164827,
801,164906,
801,168740,"Jack Matting"
801,170639,
801,173049,
801,173150,"Wagemann, headmaster"
801,174533,"Gemeindeleiter Seifert"
801,178622,
801,179297,"The Mayor"
801,180004,"King of Saxony"
801,183245,"Schriftsteller Alfred"
801,183258,
801,185794,
801,185795,
801,185796,Paul
801,189645,
801,193498,
801,195059,
801,196713,
801,204500,
801,204635,Jan
801,205594,"Dr. Winter"
801,206824,"Sir John Menier"
801,209986,
801,210073,"Mr. Knast"
801,211076,
801,211111,"Helmuth Köhler"
801,211128,
801,212097,"Johhan (Joh) Fredersen"
801,214175,
801,214195,
801,218994,
801,226250,
801,226281,
801,227741,
801,242855,
801,253906,
801,254430,"Lorenz Lubota"
801,264346,
801,264348,
801,266357,
801,272537,"Generaladjutant Sablin"
801,272823,
801,282180,
801,283057,
801,286211,"Iwan Keller"
801,288007,
801,289952,
801,290020,
801,290444,
801,290617,
801,290764,"Graf d'Eguzon"
801,293237,
801,293445,
801,293874,Bruneaux
801,301030,"Astor Terbanks"
801,301050,
801,303719,"Patrick, Butler"
801,306929,
801,311077,
801,311079,
801,311092,
801,311096,
801,311240,"Mr. Palmer"
801,316810,
801,322939,
801,324693,
801,324694,
801,326032,
801,337554,Radcliffe
801,337558,
801,345901,"William Liners"
801,347761,
801,351605,"Anselmus Aselmeyer"
801,354369,
801,360957,
801,361095,Gorre
801,361383,
801,361453,
801,361482,
801,376483,
801,376765,
802,107022,
802,392747,Tranquilino
802,395044,
803,27171,"Haitian Gang"
804,282058,Raoul
804,358655,
805,174179,"Man at amusement park #1"
805,365966,
806,175782,"Papa Kiir"
806,209857,
806,234863,"Noor pensionär"
806,301428,
806,320397,"Papa Kiir"
806,354288,"Assistant Foreman Tasku"
806,374716,
807,258331,"Acteur (IV)"
808,241444,
808,331762,"Chorus Boy"
809,57389,"Seraph Dancer"
809,196328,"Construction Man #1"
810,126447,"Gerhard Schmidt"
810,142039,
811,19346,"Le commissaire"
811,68347,
811,80335,"Chef de station de metro"
811,91977,"Policier municipal 1"
811,100242,
811,106205,"Metro Beggar"
811,182949,J.P.
811,208830,Catso
811,237315,"Le contrôleur"
811,238470,"Le buraliste"
811,240429,Ivan
811,276305,
811,319822,Gardien
811,353845,"Policier III"
811,356369,
811,398075,"Jean-Gabriel Peltier"
812,162426,"Capt. Van Brunt"
813,162364,"Representative Graceson"
814,20260,"Mike the Bartender"
814,126277,"Gen. West"
815,189325,Lenny
817,108536,Himself
818,80848,
819,220775,"Jazz Musician"
820,233004,
821,233004,
822,12511,Pilot
822,126546,Himself
822,147221,Bjørn
823,223486,
824,315662,Interviewee
825,157894,Roy/Director
826,157894,Roy
827,41123,"Court Stenographer"
828,302748,Bartender
829,368130,"Gert's voice"
830,113282,"USS Nimitz crew"
831,1048,"Charles Gibson"
831,7498,"Richard Aiken"
831,14163,"Howard Clinton"
831,14239,Judge
831,20206,"Mr. Phillips"
831,34403,"Mr. Beaumont"
831,35725,Thornton
831,69353,"The Thief"
831,77685,Judge
831,93101,"George Allerton"
831,94881,Director
831,107013,"Milo Terkel"
831,113907,"Chris McClelland"
831,114200,"Gregory Stone"
831,116523,Himself
831,122052,"Dist. Atty. Adams"
831,129231,"A. J. Colder"
831,132456,"Homer Morrison"
831,134070,"Dr. John Stafford"
831,137393,"Milo Terkle, in 'Fabulous Joe"
831,138206,"Prof. Bowdin"
831,146840,Narrator
831,147391,"Insp. Hammock"
831,147543,"Danny Reed"
831,159078,"Capt. Trask"
831,162837,"Col. Fuller"
831,176321,"Gabby Sloan"
831,177508,"Robert Barnes"
831,178017,"Harry Archer"
831,183609,"Stanley Ashton"
831,185763,
831,186355,Rogers
831,190788,Carpenter
831,203684,"Col. A.B. Morgan"
831,210871,"Nick Ranson"
831,212752,"Elliott Thomas"
831,214977,
831,215041,"Charles Stewart Calvin"
831,221124,"George Trellis"
831,229498,
831,232168,"Maj. Foster, MD"
831,235171,Tom
831,245031,
831,260951,"Dan Foster"
831,270497,"Hugh Allison"
831,271297,"T.D. Shawnessy"
831,292260,"Kenneth Carpenter"
831,301676,"Mayor Adams"
831,302471,
831,304367,"George Gore"
831,306466,Chaplain
831,306490,"Col. Moore"
831,313377,"B.G. DeSoto"
831,314246,"Warden Keller"
831,329450,"Maj. Horvath"
831,331520,D'Artagnan
831,342933,"Ford 'Jitney' Adams, aka Davi"
831,350645,Himself
831,358439,"Cmdr. Roberts"
831,360477,"Philip Talbot"
831,364204,"Dr. George Benedict"
831,366612,"Karl Stevens"
831,366982,"James 'Jim' Trent"
831,406788,
831,407103,"Himself/Host (1959)"
832,347039,
833,389971,"The Vicious Boys (1986)"
834,339048,"Man at Museum Post Card Rack"
835,149619,
835,353187,
836,255559,
837,166129,"Policier Gare"
838,339048,"Museum Guard"
839,256962,"Bobbys onkel (Bobby's uncle)"
840,103774,"Junjun Estrera"
840,136907,
840,145119,
840,381852,"Jun Jun"
840,387832,"Junjun Estrera"
841,198567,"Yvan's father"
842,11024,José
842,33804,Simonnet
842,35502,Perez
842,36669,Philippe
842,52737,Benoît
842,56048,"Le journaliste du "Courrier W"
842,58232,"M. Bichavent"
842,82508,Thierry
842,86244,"Charlie Abitbol"
842,91451,Antoine
842,91929,"Système D"
842,91977,"Le Vendeur"
842,100238,Batman
842,111039,Yves
842,123686,Julien
842,132887,"Simon Laufer"
842,138996,Marcel
842,154241,Fred
842,166125,Daniel
842,198567,Georges
842,200928,Martin
842,201143,"Thomas Filbee"
842,211658,Christophe
842,225497,
842,225526,Olivier
842,228317,Roland
842,235811,Valentin
842,248717,"Mathias, dit Schizo"
842,281249,"Malade 2"
842,291070,Max
842,310456,"Le chef de la sécurité"
842,324501,"Jérôme Richon"
842,336985,Oscar
842,337024,"Lui à 40 ans"
842,337431,Serge
842,337742,Shlomo
842,345461,"Collègue Michel"
842,357093,"Le voyageur illuminé"
842,390477,"Pierre-Yves Corto"
843,73835,Bum
844,243603,
845,216804,"Ted Burroughs"
845,257744,Doctor
845,323565,"DEQ Official"
845,362716,"Match Emcee"
845,366131,Blaisdell
846,91136,"Ben's Father"
847,84925,"Jim Aldridge"
848,20463,
848,67952,
848,221715,
848,356665,
849,324178,
850,356684,
851,383866,
851,387424,
851,388728,
852,7832,"Ted Ewing"
852,46666,"Robert Brewster/Monty Brewste"
852,150972,"Simon Rosedale"
852,193745,Ducroy
852,201859,"Bobby Burnit"
852,214128,"Le Baron"
852,242926,"Johnson Bowler"
852,273232,"Steve Baird"
853,309807,Scott
854,57870,"Alejandro Makantasis"
854,233805,"Diego Sepulveda"
854,341661,Asesino
854,351480,"Nicolás Aguilera"
854,383138,
855,72874,
855,101060,Dickson
855,114193,George
855,137845,Manny
855,196711,Jaytee
855,209219,D.J.
855,313046,Guard
855,396128,"Jaytee Drumm (1974-1975)"
856,390807,Host
857,286592,Zito
858,1500,"Eddie Jones (Hotel Waiter)"
858,2720,Bob
858,19980,"Train Conductor"
858,64106,"Drunk Prince"
858,74423,"Dr. Wilkinson"
858,74424,"John Montana"
858,82016,
858,92855,"Trunks Briefs"
858,117241,"Airman #1"
858,119436,"Officer Goodman"
858,150189,Karl
858,176540,
858,223886,Buddy
858,263230,"Agent Shepard"
858,277474,"Victor Kanachowski"
858,287769,Lousy
858,293232,Scott
858,305949,Sammy
858,312539,
858,317746,"Lt. Charles Brill"
858,341849,Stopnow
858,360176,Jimmy
858,386922,"Trunks/Baby Trunks/Sharpner/A"
858,392244,"Male Paramedic"
858,392964,Hakkaku
858,397054,Roddy
858,399196,Stanley
858,402863,"Sotatsu (season 6)"
859,95256,"Cpl Gill"
860,108512,
861,70776,L.D.
862,5972,"Rob Carter"
862,23447,Mark
862,30553,"Sgt. Gammon"
862,75547,Jack
862,83663,"Bobby 'Jet' Burkett"
862,99423,Doug
862,103449,"Jim Corrigan"
862,121367,"James O'Keefe"
862,124184,
862,153483,McQueen
862,156473,Jeff
862,160659,"Jim Beckett"
862,222781,"Jeb McNell"
862,232206,"Scott Travers"
862,245684,Mark
862,261026,"Nail Man"
862,272405,"Capt. Connellly"
862,307370,"Benny Ray Riddle"
862,310596,Jess
862,314255,Cord
862,315544,Randal
862,316445,Dino
862,317894,Devlin
862,355809,Merle
862,360480,"Army Intelligence officer"
862,405828,"Benny Ray Riddle"
863,154399,Himself
864,382516,"Dave Hoosan"
864,390778,"Spencer Huang"
864,391532,"Kyet Nguyen"
864,392000,Josh
864,395342,Campbell
865,400667,"Pablo 'Pablito' Franco (1995-"
866,188929,Raul
867,30321,
869,175192,Tony
869,189914,"Arresting Officer"
869,230878,"Babylon Scholar"
869,239005,"Sheriff #1"
869,254626,Tito
869,287727,Teacher
869,289238,"Mexican Man: US"
869,320156,"Interviewee #2"
869,392219,"Spanish FBI Agent"
869,400548,"Dr. Garcia"
869,401718,"Esteban Montoya"
870,171325,"Le médecin"
871,15431,Morgan
871,26048,
871,38716,
871,41082,Gerard
871,49115,
871,76580,
871,137594,
871,172457,
871,208539,
871,217371,
871,247262,
871,247361,
871,256717,
871,302899,
871,303576,
871,341657,
871,349133,
871,355032,
871,369334,
871,376140,Morgan
872,254066,"Chef boulanger"
873,204209,"Prison Voice"
874,205727,"Le Pécheur"
875,121014,Journalist
875,154504,Vicar
875,165612,Vicar
875,174201,"Alander, actor"
875,312231,Ahlman
876,280013,Fraser
877,280013,"Bait Show Owner"
877,381941,"Kimo Kalahani"
878,227833,Himself
879,13586,"Manuel Amado"
880,364794,John
881,385069,"Antonio Andrade"
881,387275,"Armando Mendoza Sáenz"
881,398478,"Camilo Linares"
881,401258,"Diego Tamayo"
881,410290,"Dr. Dimas Pantoja"
881,411714,"Armando Mendoza Sáenz"
881,412123,"Luis Eduardo Contreras"
882,344621,"The bar owner"
883,6313,Secrétaire
883,23873,Landlord
884,202841,
884,382565,Director
884,410257,
885,408383,"Host (1984-1987)"
886,77629,"Vern Cheechoo Band"
887,293078,"4th Detective"
887,389923,"Thomas Pickering"
887,404002,"Art Thompson (1976)"
887,410977,"Michael Hathaway (1969-1973) "
888,366517,Kreuztraeger
889,61261,"Mr. Marvelli"
890,357217,
891,227229,Barkhudar
892,289982,Himself
893,100505,"Le gangster latino"
893,110155,Wong
893,123983,Saïd
893,133057,"Le journaliste incarcéré"
893,198574,
894,41379,"Long George"
895,49553,Zigarettenmann
895,172856,
896,11768,
896,119710,Zimmerkellner
896,155332,
896,197115,
897,119562,Himself
899,105398,
900,185964,"Church Elder"
901,238465,Michaut
902,44506,"'Colorado' Dare Rudd, as a ch"
904,37788,"Hospital patient"
904,163213,"Mall person"
904,245436,"Young Stud"
904,302458,"Guard 1"
904,353611,Marcel
904,391555,Surfer
905,627,"Lee Lester"
905,64724,"Sen. McClellan"
905,72916,"Richard Raymond (segment "The"
905,94692,"Mr. Pratt (segment "The Facts"
905,151183,"Big Spin Host"
905,301540,"Agent Terry"
905,397936,"Chuck Aber/Mr. Charles R. Abe"
906,322814,
907,30196,
907,45356,
907,240181,
907,299389,
907,311627,
907,327783,
907,333725,
908,59055,"Bobby Regent"
908,87153,Referee
908,120009,"Third Goof"
908,137548,Eric
908,219786,Nelson
908,252299,"Rodney Bitts"
908,315869,Newsboy
909,305710,"Mr. Carter"
910,146567,Co-pilot
911,189026,Contrabandista
911,387565,Host
911,391449,Contertulio
911,392815,"Newsreader (1996)"
911,407563,"Host (1989)"
911,407719,"Host (1991-1992)"
911,407735,"Newsreader (1988)"
912,353957,"Samir enfant"
913,46283,Neighbor
913,222973,
914,132823,Himself
915,26973,"Lenny/'Charlie Friendly'"
915,240785,"Bartender #2"
915,299712,"Virgil Moss"
916,6248,Driver
916,20528,"Wiseman (Wiseman John in the "
916,22963,Maitre'D
916,30741,Deserter
916,38165,"Dr. Dorn"
916,40327,Zeus
916,41155,"Man in Mayor's Office"
916,56800,"Brother Orsini"
916,63192,"Sir George"
916,65464,Leader
916,67575,"Sidney (Party Guest)"
916,77835,"Royal Cobbler"
916,78843,Captain
916,98804,Whiting
916,100937,"The Narrator"
916,105321,Bernardo
916,107145,
916,108817,Bartender
916,113996,Boggs
916,114262,Father
916,115068,Skip
916,115432,"Dr. Osborne"
916,120385,"Dr. Fritsky"
916,120633,Parks
916,126659,"Mr. Kenwood"
916,134321,Stanley
916,144888,Major-domo
916,149938,"Scotland Yard Supervisor"
916,150747,"Train Conductor"
916,155263,Hymie
916,162817,"Train Conductor"
916,164433,Psychiatrist
916,165261,"Alexander Mayhew"
916,168718,Merlin
916,169500,
916,175099,Rudy
916,176283,Barnes
916,182973,Auctioneer
916,185567,"maitre d'"
916,192067,"Dr. Noyes"
916,205658,"Lord Bates"
916,205830,"Evrin Sezgin"
916,209776,"Julius C. Saurian"
916,217434,"Stock Actor"
916,220427,Auctioneer
916,236163,"Horvath, Loproc"
916,247363,"Cabbage Vendor"
916,264486,Johann
916,266708,"Mr. Brown"
916,267349,"Dr. Hess"
916,269713,Charlie
916,272759,"Dr. Remsen"
916,275996,"Iced Tea Waiter"
916,280719,
916,284583,"Deck steward"
916,287016,"Crazed shopper"
916,290936,Brainiac
916,296206,"Rex Ambrose"
916,307456,"British co-pilot"
916,313514,"Cockney Singer in Brixton Mus"
916,328809,"Prof. Dorn"
916,330218,"Male Dancer #74"
916,356761,"English POW"
916,359422,"Magistrate #1"
916,364777,"Eddie, Room Service Waiter"
916,365498,"British dignitary"
916,367491,"English News Reporter"
916,372551,"Second villager"
916,373874,"Louis Medina"
916,381110,"British Valet"
916,382102,"Alfred Pennyworth"
916,384181,"Sir G."
916,384181,"Sir George"
916,388202,"Royal Cobbler"
916,389858,"Clive Durban (1993)"
916,404282,"Phillip, the Capwell butler ("
916,410582,"Vice-Adm. Rodney"
917,119565,"Bullies, College Guys, Gang M"
918,139175,"Tough Guy Two"
918,321731,Fighter
919,54617,"Flying instructor"
920,360267,
921,72504,"Congressional Aide"
921,198882,"Young Siward"
921,288689,Michael
921,372130,"Piggy Logan"
921,396088,"Greg Keyes (1978-1980)"
922,16796,Himself
922,305492,"Ray Foley"
922,365311,Mitch
922,403278,"Johnno Ryan"
923,154907,Inger
924,240428,
925,141772,"Himself (Social Credit Premie"
926,165122,
926,290184,Albert
926,365012,"Lord Perkinson"
926,365596,
927,325435,
928,105110,
929,80645,Harry
930,45548,"Young Boy"
931,123420,"Jimmy Ross"
932,13993,Paramedic
933,127297,Himself
933,333856,"Lewis Bodine"
934,345824,"George Shelby Jr"
935,923,Himself
935,2445,"Himself (with Martin Luther K"
935,126056,"Himself (behind King)"
935,154041,Himself
935,157942,Himself
935,202195,"Himself (behind King and Malc"
935,244824,"Himself - consoles Coretta Ki"
935,310707,"Himself (leads march into Mon"
935,310711,"Himself (marches with King)"
936,312347,Bouncer
937,203264,Kurt
938,52432,Dancer
939,303501,Louis
940,403150,Host
941,160375,"Golden State Warriors"
942,14212,"Reporter #2"
944,230324,"Band Member (Ozomatli)"
945,95848,
946,7030,
946,40343,"Marty Dunn"
946,42992,"Sonny Halitosis"
946,192783,
946,308117,"Chief Vinton"
947,286558,
948,173967,Besarioni
948,209091,Zosime
948,214879,Priest
949,60476,
949,344269,Datvia
949,349265,
950,85274,
951,108087,Musician
952,113116,"Les voix de Georgie"
953,88382,Kinga
954,243389,Caronte
954,279706,
954,324202,"Leone, Vertrauter Andronicos"
955,326383,"Second Carabiniere"
956,179776,"Insp. Khamar"
957,85840,"Ishan Patel"
958,292266,"Chicano Youth"
959,16050,"Mexican Band Member"
960,44201,
961,9439,
961,13319,
961,23089,
961,27405,
961,28750,
961,58989,Father
961,76801,
961,79140,
961,193476,
961,203832,
961,267171,
961,267403,
961,285203,
961,309344,
961,354630,
962,211847,
963,205778,Pompier
963,217746,"Le paysan du trou"
963,339226,"Le père de Léa"
963,341701,Robin
963,361710,Farmer
963,396042,Garmod
964,45890,
965,29064,
965,88212,
965,131935,
965,165143,
965,220826,
965,270556,
965,272056,
965,312483,
966,9502,"Arjun Srivastava"
966,36303,
966,320182,
967,36303,
968,167980,
968,328141,
969,331427,"Oasis Bunker Iraqi Republican"
970,222358,
971,16598,"Djamila Kasmi"
972,160288,
973,13475,Mansur
974,106270,
975,222375,"Conde Gregori"
976,86669,
977,113393,"Hotel Man"
977,137815,
978,272996,Soldier
979,146472,
979,153334,
980,16704,"David Randolph"
980,77910,
980,113393,David
980,175457,
980,234501,
980,278609,
980,292077,
980,295111,
980,318955,"Sunan Bonang"
980,318956,"Sunan Bonang"
980,348875,"Ipah's Father"
980,404054,
981,25986,Boualem
982,352782,
983,82704,
984,166875,Abihai
985,380663,Himself
986,99512,Flyttemand
986,99592,Røver
986,172416,"Kajs ven"
986,237102,"Himself/Various roles"
986,305861,
987,394729,
988,40505,"Video shop customer"
989,29905,"Lenas far Karsten"
989,143219,Kunde
989,382884,"Christen Christensen"
989,390857,Jokum
989,391710,Ulrik
989,401573,"Katia & Mikkels Far"
990,155963,
991,34535,
992,244038,
992,394750,
993,47084,Bruce
993,160958,Wilson
993,346937,Himself/Narrator
993,346938,Narrator
993,346944,Himself/Narrator
993,382216,"Father Neil Boyd"
993,394488,Lacey
993,403278,"Jake Sanders"
994,19798,Fernand
994,23476,"German gunnery sergeant"
994,44441,Archie
994,50058,"Farmer Fowler"
994,80510,Arthur
994,81289,"Dr. Karl Leitzig"
994,85871,"Airline Representative"
994,89709,"Chemist Assistant"
994,114206,"Herman Fox"
994,121742,Rukel
994,127928,"Dr. Jodel"
994,129117,"Lord Chancellor"
994,130130,"Hamilton Banker"
994,131593,"Insp. Buff"
994,142919,"Bishop of Ely"
994,165222,Richards
994,183235,"Uncle Harold"
994,189404,"Dorset Longhurst"
994,200926,Renault
994,208915,"Hauptman Kranz"
994,232872,"Man in white coat"
994,242721,"A German"
994,242726,
994,260329,"Church official"
994,279737,"Herne the Hunter"
994,306989,
994,330600,"Col. Chalmers"
994,337078,"Thomas Astwood"
994,366047,Jack
994,380647,"Father Gruber"
994,382701,"DS Hallam (Season 2)"
994,385343,Frankie
994,387533,"Jessi Gillin"
994,388861,
994,391169,Chingachgook
994,393938,"Chief Clerk"
994,394143,
994,395177,Chingachgook
994,395353,
994,396402,"Olav Tunheim"
994,398183,"Sir George Mortenhurze"
994,401224,"Police Kommandant"
994,403523,"Herne the Hunter"
994,407085,"Hubert Marks (1976-1977)"
994,411291,Smith
995,46857,"Sgt. Treadwell"
995,118648,"Peter Sedgley"
995,260842,Hayward
995,322601,"Papa Pepe Pepperoni"
995,361361,Narrator
995,388861,"Dick Wright"
995,393890,"DS Dick Maltby (1984-1985)"
995,399590,"Graham Sowerby"
995,400110,"Kindly Policeman"
995,402603,"Big Bill"
995,411280,"Abwehr Secret Policeman"
996,289090,"Doyle Brimm"
997,139656,
998,110435,"Gen. Zariskene"
998,178105,"Count Peter Turgeneff"
998,204659,"Baron de Bretigny"
998,247880,"Sir Henry Mordaunt"
999,44185,"Big Lou"
1000,232262,
1001,258269,"Dr. Matu"
1002,208084,"Simon Peter"
1003,160819,Enfant
1004,266237,"La flic au commissariat"
1005,64949,"Le producteur des "400 couill"
1006,35351,Milo
1006,69380,Mathieu
1006,100505,Jean-Denis
1006,203972,Thomas
1006,222454,Raphaël
1006,231286,Bernard
1006,253246,"Mathieu Pittas"
1006,279249,"Flic 1"
1006,295119,Abitha
1006,327566,"Armed man"
1006,340152,"Le père de la petite fille"
1007,80352,Angel
1007,226487,
1007,383442,"Eduardo Medina"
1008,3388,
1008,6625,
1008,106323,
1008,137613,
1008,148085,
1008,236472,
1009,37164,"Farmer's son"
1010,199307,
1011,376717,
1012,376717,
1013,2252,"(segment "Poisson Rouge")"
1013,15321,Camille
1013,19639,Aram
1013,19687,"Arshile Gorky"
1013,23680,
1013,57533,
1013,58409,Carlos
1013,78386,
1013,164197,Simon
1013,190745,Simon
1013,198303,"Le swami"
1013,231286,Lecarpe
1013,234303,
1013,236592,
1013,254123,Dan
1013,258982,"Un client"
1013,278155,"Danseur grec"
1013,301522,"Le second consommateur"
1013,327654,
1013,340950,"Lt. Dessalines"
1013,345378,Albert
1013,346459,
1013,349713,
1013,371303,He
1014,136386,
1015,314853,Banker
1016,190273,"Party Boy"
1017,31861,
1018,99192,"Hunter 2"
1019,29287,"Rudolf - the Bettor"
1019,53312,Chaplain
1019,84833,"M.C. Announcer"
1019,223803,
1019,276645,Engineer
1019,295952,"First Reporter"
1019,297005,"T.V. Technician"
1020,140953,Charlie
1021,260950,"Zoli Model"
1022,232250,Clyde
1022,406971,"Blooper The Clown"
1023,45573,Owen
1023,68275,
1023,136515,Noel
1023,147089,"Additional Voices"
1023,230815,Girard
1023,232374,Justin
1023,236657,Tobias
1023,259147,"Head Waiter"
1023,393221,"Valmont (2001-)"
1024,274458,"Rachel's Trick"
1025,385020,"William 'Billy' Mallet (1998-"
1026,230445,Michael
1026,303868,Michael
1027,31785,Mike
1027,232830,"12 Step Member"
1028,25690,"1st Officer"
1028,373699,Groom
1029,21756,"Brigadier Chef"
1030,60395,
1031,127451,
1032,122214,"Fire Breather"
1033,148416,"Street Tough"
1033,259216,Tommy
1033,365443,Rasheed
1034,40038,"Pvt. B"
1035,64117,Musician
1035,253847,"Piano Player"
1036,168238,"Cafeteria Kid"
1037,384109,"Martin Frazer"
1038,313938,Leonard
1039,64896,Detective
1039,69286,"First Officer"
1039,75556,"Hugo the Houseman"
1039,115487,"Flight Lt. Bob Elliott"
1039,146870,Voss
1039,149739,"Patrol Constable #1"
1039,187157,Butler
1039,198885,"Old Siward"
1039,230410,"1st Policeman"
1039,232318,"2nd German sentry"
1039,235156,Gail
1039,237786,"Ian Murray"
1039,237787,"Ian Murray"
1039,240861,"Jock McKay"
1039,328647,"Capt. MacNair"
1039,342513,
1039,343194,"Visiting Room Warder"
1039,360453,Shaw
1039,385299,"Mr. Braun"
1039,387334,
1039,400843,"Dr. Hockridge"
1039,405525,"Sir Frances Bryan"
1039,408813,"Capt. Doakes"
1040,25482,Karim
1041,363818,
1042,88376,"Jeune Black Champs-Elysées"
1043,353845,
1044,66371,
1045,136576,"Lábodi Béla"
1045,253782,
1045,322060,Alexits
1045,352776,Konferanszié
1046,97455,Barthélemy
1046,288943,"Male Rebel"
1047,6347,Pedro
1048,344753,Himself
1049,82529,
1050,99745,Mostafa
1050,125713,"Khaled (The Hero Kid)"
1050,147081,"Kimo (Karim El Sharkawy)"
1050,186489,Baby
1050,187516,"Khaled Abol Naga"
1050,220686,Selim
1050,275637,Ashraf
1050,285493,Ali
1050,371899,"Hasan Hosny"
1050,381210,"Seif El Daly"
1052,394785,"François d'Alençon"
1053,219641,Foma
1054,10070,"Albert Einstein"
1055,101816,Andrés
1055,198215,Botones
1055,389679,Afonso
1056,110570,
1056,155616,
1056,182646,"Dr.Benczés Sándor"
1056,209807,
1056,284092,"II. Rákóczi Ferenc"
1056,322133,"Prof. Sármány"
1057,18207,"The Writer"
1058,317,"Kalala Wa Kalala"
1058,7623,"Guest artist"
1058,20544,Barnabé
1058,25785,"African réception"
1058,28153,
1058,56048,"Un policier"
1058,57078,
1058,65130,
1058,68412,"Le réalisateur"
1058,134295,
1058,158189,Bruce
1058,168799,Arsène
1058,198534,
1058,199564,"Circus Barker"
1058,215983,
1058,219458,Baptiste
1058,222139,
1058,232134,"Passenger #2"
1058,241174,Omar
1058,281249,"Mari 2"
1058,309691,
1058,336961,Théo
1058,382761,"Le substitut du procureur"
1059,58305,"Homme bus"
1059,101247,Gilbert
1059,261735,"Guichetier SNCF"
1059,278024,"Le Curé"
1059,328087,
1059,335253,"Le policier salle de contrôle"
1060,286116,"Guard One"
1061,183993,
1062,19910,
1062,22206,"Yasmina's father"
1062,24680,"Dr. Essam"
1062,97542,
1062,155238,
1062,400127,
1063,198816,
1064,10453,L'imprimeur
1064,270539,"Le pecheur"
1064,361592,"Bakery Militiaman"
1065,375074,
1066,10453,"Serveur restaurant"
1067,288969,Cha-Lay
1068,305575,Welder
1069,201488,
